zipcode,average_agi,n_returns
90001,28392,21670
90002,28083,19890
90003,26550,27290
90004,70426,27810
90005,50136,15850
90006,29371,23010
90007,29930,12620
90008,52092,15040
90010,215617,2430
90011,26564,38350
90012,57788,11830
90013,73994,4440
90014,80081,3490
90015,71018,8650
90016,42173,22390
90017,69356,9590
90018,37325,22070
90019,52757,29240
90020,65731,18070
90021,102475,1380
90022,33701,27720
90023,30811,18190
90024,359437,15130
90025,194967,25630
90026,53155,31710
90027,87554,23720
90028,48323,15270
90029,37284,17010
90031,36814,16600
90032,41740,19840
90033,30354,17820
90034,71601,30740
90035,103522,13990
90036,109128,19340
90037,26764,24600
90038,45217,13310
90039,79621,14980
90040,55053,5630
90041,70391,13020
90042,50762,27430
90043,48766,21200
90044,29073,36780
90045,108356,18560
90046,99398,27060
90047,39533,23780
90048,132288,12600
90049,349916,18300
90056,98844,4580
90057,29522,15540
90058,98612,1480
90059,29593,16460
90061,30618,11780
90062,32549,14470
90063,33508,21330
90064,266773,14760
90065,58984,21420
90066,93153,28220
90067,826416,3360
90068,130485,11640
90069,162698,13450
90071,853000,430
90077,489886,4010
90094,159773,4740
90201,31236,39160
90210,604811,9490
90211,282487,5360
90212,330807,7440
90220,35839,21890
90221,31976,22020
90222,32303,12920
90230,93216,16040
90232,93803,8680
90240,66669,12070
90241,53329,20730
90242,47185,19440
90245,114540,9530
90247,42631,23020
90248,61494,5570
90249,47918,13410
90250,47033,43800
90254,199259,10520
90255,31242,30650
90260,44001,15600
90262,33422,28000
90265,255994,7030
90266,304633,16960
90270,31450,10820
90272,503245,10530
90274,315293,12800
90275,170284,19390
90277,128547,19010
90278,108085,20170
90280,36437,40760
90290,159186,2970
90291,149597,14130
90292,159367,13290
90293,116957,7170
90301,35580,16690
90302,40907,13850
90303,36702,11650
90304,32897,11500
90305,55525,8010
90401,230743,4500
90402,494465,5420
90403,143506,14350
90404,102643,11370
90405,159408,15250
90501,62165,20350
90502,60753,8840
90503,93531,21250
90504,65466,16810
90505,97250,17840
90601,62762,15320
90602,52496,10850
90603,80011,9820
90604,54336,18280
90605,57681,18560
90606,45482,14840
90620,59687,22330
90621,51896,16270
90623,77653,7660
90630,76342,23810
90631,66694,31530
90638,66900,22170
90640,46522,29080
90650,44288,47010
90660,43326,29170
90670,57638,8140
90680,42239,13870
90701,48745,7570
90703,83243,24500
90704,52401,1930
90706,44977,34800
90710,53601,12060
90712,71117,15730
90713,74038,14120
90715,50068,9690
90716,32743,5970
90717,59740,10440
90720,111806,10930
90723,35970,23870
90731,56230,26210
90732,87796,10390
90740,94936,13770
90742,139202,690
90743,137300,240
90744,37886,22070
90745,50111,27950
90746,59271,13700
90755,71903,5800
90802,57253,19990
90803,121050,17860
90804,43360,17870
90805,37636,40810
90806,40512,18490
90807,79518,16330
90808,88165,19530
90810,41582,16870
90813,30104,21640
90814,77715,10020
90815,88517,19080
91001,97980,17380
91006,113120,14510
91007,91965,14320
91008,171147,510
91010,56768,12110
91011,282710,9610
91016,70684,19280
91020,65995,3650
91024,123225,5490
91030,126594,12580
91040,71118,9900
91042,58384,12320
91046,88721,140
91101,87385,9670
91103,82383,11960
91104,76186,16530
91105,222627,6630
91106,126394,11710
91107,105080,16490
91108,345711,6200
91201,60600,10150
91202,88188,10630
91203,60356,7220
91204,44079,7060
91205,43930,16120
91206,73841,15120
91207,129072,4890
91208,122068,7780
91210,184755,180
91214,95315,14230
91301,137364,12530
91302,327103,12050
91303,42389,12440
91304,61104,23020
91306,48331,21570
91307,100880,11840
91311,89762,18560
91316,130575,13990
91320,109857,21350
91321,62527,15570
91324,69914,13260
91325,68581,15650
91326,107576,16880
91331,35312,43820
91335,44400,34400
91340,37930,15040
91342,47325,41430
91343,48575,25960
91344,74092,24980
91345,47279,9050
91350,86761,17930
91351,56497,16040
91352,44611,20940
91354,102352,14460
91355,94424,15580
91356,120948,14250
91360,88498,20420
91361,230781,10360
91362,169797,17760
91364,165730,13390
91367,112719,20840
91377,135290,6730
91381,136870,8620
91384,78017,10500
91387,75772,19570
91390,96014,8770
91401,62377,18120
91402,34576,28810
91403,168696,13780
91405,38032,23060
91406,49940,24240
91411,54637,10650
91423,121724,17180
91436,459311,9100
91501,74000,9890
91502,55033,5530
91504,77812,12530
91505,84753,16600
91506,77925,9970
91601,49108,19620
91602,98385,11240
91604,140970,15930
91605,37931,24580
91606,40464,20380
91607,78408,15370
91701,72635,18740
91702,46112,26750
91706,37269,34030
91708,73712,4280
91709,88502,34800
91710,57715,35400
91711,105396,15910
91722,49407,17300
91723,51763,9070
91724,67890,12650
91730,56143,30690
91731,38298,11920
91732,34826,25520
91733,33370,18080
91737,92166,11250
91739,111816,16060
91740,62325,12490
91741,104757,12320
91744,37598,37600
91745,64332,25870
91746,43078,13720
91748,56340,21430
91750,91021,16260
91752,53770,14680
91754,55796,17390
91755,44273,14340
91759,75008,230
91761,50030,27020
91762,42917,26390
91763,41334,16820
91764,39892,23180
91765,84002,21920
91766,40950,29350
91767,42736,21280
91768,39220,13290
91770,39806,28810
91773,78771,16570
91775,81245,11010
91776,41498,19140
91780,61835,16640
91784,109614,12900
91786,51016,23800
91789,88190,20510
91790,50363,21100
91791,69899,15740
91792,49828,14050
91801,51640,25760
91803,50237,14630
91901,90356,7460
91902,85421,8600
91905,47972,650
91906,48446,1470
91910,52331,37710
91911,43025,40830
91913,73616,21050
91914,101273,7200
91915,77071,12590
91916,79094,890
91917,41517,460
91931,42295,210
91932,43506,12240
91934,40736,250
91935,94371,4310
91941,81697,15720
91942,59001,19720
91945,46609,12540
91950,36664,26480
91962,78887,900
91963,35355,560
91977,49266,27650
91978,57696,4600
91980,29185,970
92003,95246,2720
92004,53112,1390
92007,162485,5850
92008,93659,14230
92009,139999,20480
92010,97411,7650
92011,125474,11180
92014,240128,7230
92019,76319,19850
92020,55773,25470
92021,51102,30000
92024,135971,25040
92025,56897,21280
92026,64342,23630
92027,53395,24790
92028,69944,21450
92029,103922,9310
92036,60319,1610
92037,235204,18260
92040,63628,20240
92054,54621,18600
92055,23372,3890
92056,63452,26210
92057,59976,26700
92058,44981,16510
92059,80905,920
92060,50671,140
92061,86460,1460
92064,113428,22490
92065,75071,16890
92066,60378,140
92067,556721,5680
92069,61799,21250
92070,49881,550
92071,65575,25960
92075,168924,6680
92078,87925,20630
92081,70462,13610
92082,76442,9180
92083,42720,17540
92084,58941,21880
92086,44407,540
92091,333206,610
92101,100353,20510
92102,41141,19740
92103,95311,19190
92104,60553,24720
92105,33337,29100
92106,126375,9520
92107,86022,15070
92108,73766,12540
92109,82379,25240
92110,74889,13130
92111,58971,22090
92113,29597,21200
92114,42480,31500
92115,51087,25770
92116,67705,18470
92117,68953,26580
92118,136833,7850
92119,77916,11830
92120,88246,14240
92121,161743,2470
92122,93793,18690
92123,67834,14560
92124,82102,13180
92126,65702,36320
92127,156969,18990
92128,99253,23800
92129,101558,24150
92130,200768,24010
92131,142166,16330
92135,24870,370
92139,46680,17120
92154,43584,41890
92173,31187,22440
92201,41479,24480
92203,69245,12170
92210,325736,1800
92211,79589,11970
92220,48800,13680
92223,64163,22650
92225,44206,5400
92227,49923,10220
92230,33287,960
92231,28686,25020
92233,39998,1400
92234,42814,21560
92236,30818,17380
92240,33117,14690
92241,35765,2680
92242,35434,350
92243,44970,18920
92249,38347,3000
92250,49089,3280
92251,59662,8220
92252,42300,3300
92253,85372,16320
92254,25236,6120
92256,45961,1420
92257,30925,470
92258,27541,290
92259,39220,100
92260,72521,13830
92262,68961,11570
92264,76372,8920
92268,64408,250
92270,131205,7630
92273,31019,680
92274,28817,6770
92275,33329,370
92276,36959,3330
92277,42658,8310
92278,19315,1250
92281,34062,870
92282,37667,400
92283,28232,990
92284,45716,9130
92285,32707,660
92301,33177,11970
92305,60417,280
92307,55140,16030
92308,52412,15730
92309,30288,270
92310,44485,2680
92311,40363,11720
92313,57913,5780
92314,48670,3730
92315,56465,3290
92316,36314,13680
92320,59287,4170
92321,52496,600
92322,47728,250
92324,40123,24810
92325,52934,4460
92327,37194,180
92328,40121,190
92333,61930,230
92335,33954,40090
92336,57410,41540
92337,47209,16730
92339,62454,500
92341,55100,140
92342,61758,2700
92344,57019,8510
92345,41448,30840
92346,62401,24760
92347,38800,230
92352,77461,2190
92354,73775,9660
92356,36668,1850
92358,52457,350
92359,50924,3820
92363,41090,1760
92365,40489,660
92368,35513,300
92371,46554,3720
92372,53806,1970
92373,100655,15560
92374,62781,17890
92376,35731,35160
92377,52475,10090
92378,61975,290
92382,59010,2370
92385,57712,240
92386,39091,920
92391,53205,850
92392,43154,22610
92394,39063,12670
92395,42857,16290
92397,72357,2410
92398,43734,550
92399,64186,23400
92401,24770,670
92404,36971,23770
92405,33939,11960
92407,46724,25260
92408,36335,5210
92410,27670,18300
92411,28434,10350
92501,45301,8750
92503,51954,37530
92504,52534,23330
92505,44680,21090
92506,90597,20630
92507,44833,21230
92508,76443,15040
92509,43386,31870
92518,78401,560
92530,46578,21560
92532,64491,10120
92536,55268,1370
92539,43069,1540
92543,33462,12900
92544,47474,18090
92545,44227,16590
92548,36675,2530
92549,58680,1940
92551,39038,13370
92553,34787,30100
92555,54081,17280
92557,47227,22430
92561,72660,600
92562,77606,26870
92563,65933,27650
92567,45239,4010
92570,39484,20380
92571,39980,22120
92582,46604,6910
92583,36450,11720
92584,63364,20230
92585,55682,9100
92586,43207,9780
92587,70407,7530
92590,106321,2040
92591,70323,17650
92592,83787,32590
92595,55944,14610
92596,70788,10790
92602,125346,10950
92603,248467,8630
92604,90444,12650
92606,98500,9670
92610,109979,5510
92612,127933,11470
92614,103279,12110
92617,119026,3270
92618,130274,17220
92620,115073,23410
92624,91975,3780
92625,409558,6470
92626,84885,24580
92627,65391,29770
92629,129387,14020
92630,79166,31630
92637,59174,9890
92646,91439,28760
92647,69437,28530
92648,117180,23620
92649,120395,17700
92651,298467,11990
92653,118492,15020
92655,35046,3920
92656,100783,24850
92657,623168,4510
92660,278125,17400
92661,240858,1840
92662,218937,1500
92663,177221,10790
92672,108490,18090
92673,166801,13200
92675,127072,16750
92676,107476,1030
92677,125004,31610
92678,81310,300
92679,188656,14810
92683,49129,42620
92688,93455,21160
92691,81520,23910
92692,112444,23430
92694,173844,11460
92701,35345,20500
92703,32305,27810
92704,40307,39000
92705,117733,21390
92706,54867,15950
92707,40408,27320
92708,77257,27590
92780,57709,26540
92782,127701,12850
92801,40255,28110
92802,42580,18180
92804,43125,38080
92805,41751,32060
92806,51778,18410
92807,105905,17880
92808,118055,9620
92821,81529,18950
92823,119238,2220
92831,70721,15410
92832,50624,11560
92833,65819,23390
92835,116182,11610
92840,44075,25000
92841,45391,15360
92843,38410,20470
92844,38986,10730
92845,80403,8170
92860,76914,10920
92861,228292,2850
92865,67850,9840
92866,60902,6820
92867,94255,19420
92868,52551,10700
92869,96663,17950
92870,70635,24520
92879,53340,20440
92880,73835,29040
92881,85739,13030
92882,62101,29600
92883,82965,13730
92886,130091,22950
92887,136578,9850
93001,69433,15370
93003,73838,24280
93004,70226,14280
93010,88278,20720
93012,108663,16650
93013,75483,7700
93015,51007,7460
93021,92084,17870
93022,72056,2980
93023,84967,9270
93030,44397,25790
93033,36431,35960
93035,71266,13530
93036,53255,20500
93040,37905,930
93041,47320,9820
93060,47211,14530
93063,74700,26670
93065,80105,34820
93066,118968,1640
93067,88297,750
93101,68426,15200
93103,81082,9270
93105,109243,12590
93108,353600,4690
93109,118862,5280
93110,112237,7760
93111,100659,8870
93117,71734,18060
93201,27872,370
93202,34290,1600
93203,29577,7660
93204,32185,3570
93205,33371,660
93206,48126,790
93210,50717,5070
93212,38426,5130
93215,35652,17610
93218,40797,350
93219,26846,3760
93220,51593,160
93221,61336,5760
93222,62111,800
93223,29854,3890
93224,50921,140
93225,53718,1970
93226,57990,100
93230,52936,25730
93234,27411,2380
93235,29909,1660
93238,60149,670
93239,29892,560
93240,44494,1980
93241,27044,6420
93242,43763,1310
93243,52086,590
93244,63686,220
93245,53706,14560
93247,34955,6560
93249,31731,1010
93250,31222,5310
93252,40078,470
93254,39779,290
93255,38742,190
93256,30429,1860
93257,40462,27180
93258,33252,2220
93261,27531,1300
93263,43096,7790
93265,77202,1640
93266,39511,590
93267,35722,2290
93268,46160,5830
93270,37383,2340
93271,69254,1100
93272,45490,1200
93274,48298,26890
93277,54041,21270
93280,36565,8470
93283,36032,550
93285,44491,800
93286,37957,3540
93291,64827,21680
93292,53649,16070
93301,55617,5010
93304,31552,17940
93305,31972,12100
93306,51381,27610
93307,31552,29400
93308,54754,19320
93309,51233,24040
93311,91125,19290
93312,80228,23790
93313,49679,21200
93314,101548,12270
93401,87419,14060
93402,65641,6790
93405,73282,7750
93420,86991,13530
93422,70159,14330
93424,135771,740
93426,67848,520
93427,70263,2960
93428,73270,3330
93430,82984,1530
93432,78223,670
93433,56525,5950
93434,38031,3060
93436,53082,22490
93437,47006,1300
93440,66754,850
93441,107035,680
93442,65064,5220
93444,74463,10110
93445,43562,2930
93446,65610,19500
93449,98885,4110
93450,64484,260
93451,51481,1810
93452,46412,250
93453,64320,1300
93454,48719,16500
93455,72204,19890
93458,36002,24170
93460,123717,2820
93461,46028,600
93463,109644,3700
93465,88053,4790
93501,39380,1690
93505,43596,4050
93510,85625,3670
93513,53493,750
93514,61543,5900
93516,47068,610
93517,50005,340
93518,52121,420
93523,61249,1140
93526,55831,320
93527,59896,920
93529,49629,310
93531,99830,260
93532,62101,1170
93534,40289,15560
93535,36574,28740
93536,64959,28150
93541,45956,250
93543,40207,5130
93544,51857,420
93545,56538,830
93546,63340,4360
93550,35507,29840
93551,71948,22910
93552,41315,16210
93553,55947,710
93555,63447,13510
93560,51999,8050
93561,65053,12000
93562,45533,480
93591,35071,2400
93601,62696,820
93602,64197,1440
93604,71747,340
93606,30273,670
93608,31790,440
93609,45123,2170
93610,52393,6170
93611,73582,20200
93612,40937,14670
93614,63469,4900
93615,27730,2090
93616,32688,1090
93618,37128,11530
93619,110188,17010
93620,43442,3680
93621,47352,190
93622,43121,3970
93624,33803,310
93625,51490,3330
93626,183967,890
93628,42608,120
93630,46155,7520
93631,71359,6900
93635,47066,17560
93636,76125,5130
93637,52070,15320
93638,33137,18580
93640,27174,5430
93641,55842,140
93643,55131,1250
93644,57495,3930
93645,102253,130
93646,29980,3580
93647,29535,4170
93648,30292,6110
93650,38481,1720
93651,79285,850
93652,37048,270
93653,56619,410
93654,44385,12490
93656,45369,2300
93657,51300,14710
93660,30845,1640
93662,40609,12470
93664,99238,340
93665,28116,240
93666,32500,360
93667,60705,970
93668,46931,440
93669,47016,120
93673,26681,480
93675,49947,1300
93701,24058,3370
93702,25342,15600
93703,29103,11880
93704,60290,12070
93705,33230,13860
93706,32225,13200
93710,45107,12290
93711,107222,17990
93720,82927,21100
93721,41630,1490
93722,47117,34160
93723,64157,4420
93725,36832,9670
93726,32871,16140
93727,46402,29340
93728,33931,6240
93730,151353,5240
93901,60809,12550
93905,35158,27550
93906,47666,26530
93907,66078,9750
93908,148503,5960
93920,55761,650
93921,151300,2210
93923,175497,5080
93924,131225,3140
93925,46145,840
93926,47973,4350
93927,39141,7940
93928,56207,130
93930,45828,6880
93932,67088,250
93933,54184,11350
93940,99083,14540
93950,85894,7630
93953,261633,2110
93954,39441,120
93955,47658,14770
93960,47225,7870
93962,91688,440
94002,167933,13390
94005,129416,2790
94010,359254,20700
94014,58062,24800
94015,67180,32880
94019,142001,8000
94020,129634,790
94021,96850,100
94022,547110,9940
94024,431903,10960
94025,330993,19590
94027,1287788,3240
94028,547757,3480
94030,126265,11690
94037,137991,1480
94038,107955,1490
94040,181800,16230
94041,180227,7600
94043,152659,15760
94044,99164,20000
94060,65953,760
94061,121152,17940
94062,349915,13510
94063,74208,16020
94065,227629,6040
94066,84448,23230
94070,211479,15620
94074,91400,100
94080,81075,34480
94085,107815,11440
94086,127044,23430
94087,174032,25520
94089,98118,11340
94102,92775,15640
94103,106437,15920
94104,1012685,1290
94105,277410,7020
94107,171553,17230
94108,120341,7190
94109,141540,33220
94110,118412,38770
94111,542545,2800
94112,59135,44130
94114,212399,20360
94115,218819,19500
94116,98096,23860
94117,157503,23140
94118,219544,21510
94121,125831,23240
94122,93675,32130
94123,289126,15430
94124,50373,18650
94127,184245,10510
94128,72965,440
94129,309147,1970
94130,38440,1040
94131,176211,15910
94132,81230,13600
94133,134105,14760
94134,54094,22470
94158,167265,4400
94301,1279171,8510
94303,285676,22000
94304,613030,1910
94305,188233,3440
94306,241285,13310
94401,90057,17550
94402,202167,13290
94403,143077,22090
94404,158174,17250
94501,93185,32160
94502,135045,6920
94503,69931,9890
94505,105667,6760
94506,251617,11010
94507,332519,7580
94508,102410,1270
94509,50097,29460
94510,96956,14080
94511,56313,880
94513,89828,28310
94514,66905,550
94515,88107,3410
94516,65623,130
94517,126180,6340
94518,79310,13410
94519,69445,9220
94520,54552,17080
94521,84388,20810
94523,97839,17340
94525,69481,1710
94526,196971,16200
94528,528150,530
94530,96615,13410
94531,64233,20160
94533,53993,33530
94534,96787,18700
94535,40824,2070
94536,104815,31760
94538,85701,29950
94539,190563,22940
94541,57540,30410
94542,108489,6640
94544,53950,36740
94545,65232,16320
94546,83864,22360
94547,79395,12610
94548,69825,390
94549,252745,13860
94550,123634,23590
94551,90856,20110
94552,132746,7200
94553,86252,24690
94555,129614,15360
94556,202635,7100
94558,89174,32020
94559,74638,13170
94560,81035,22290
94561,68415,18480
94563,292876,9130
94564,68779,10050
94565,51107,42430
94566,184173,20840
94567,73939,280
94568,137342,25970
94569,64508,120
94571,67677,4880
94572,59318,4190
94573,204209,330
94574,189231,3970
