zipcode,n_business,n_d1,n_d2,n_d3,n_d4,n_review,n_s1,n_s1plus,n_s2,n_s2plus,n_s3,n_s3plus,n_s4,n_s4plus,n_s5,n_d1_bagels,n_d2_bagels,n_d3_bagels,n_d4_bagels,n_d1_gourmet,n_d2_gourmet,n_d3_gourmet,n_d4_gourmet,n_d1_french,n_d2_french,n_d3_french,n_d4_french,n_d1_breweries,n_d2_breweries,n_d3_breweries,n_d4_breweries,n_d1_steak,n_d2_steak,n_d3_steak,n_d4_steak,n_d1_grocery,n_d2_grocery,n_d3_grocery,n_d4_grocery,n_d1_wine_bars,n_d2_wine_bars,n_d3_wine_bars,n_d4_wine_bars,n_d1_burgers,n_d2_burgers,n_d3_burgers,n_d4_burgers,n_d1_sushi,n_d2_sushi,n_d3_sushi,n_d4_sushi,n_d1_coffee,n_d2_coffee,n_d3_coffee,n_d4_coffee,n_s1_bagels,n_s1plus_bagels,n_s2_bagels,n_s2plus_bagels,n_s3_bagels,n_s3plus_bagels,n_s4_bagels,n_s4plus_bagels,n_s5_bagels,n_s1_gourmet,n_s1plus_gourmet,n_s2_gourmet,n_s2plus_gourmet,n_s3_gourmet,n_s3plus_gourmet,n_s4_gourmet,n_s4plus_gourmet,n_s5_gourmet,n_s1_french,n_s1plus_french,n_s2_french,n_s2plus_french,n_s3_french,n_s3plus_french,n_s4_french,n_s4plus_french,n_s5_french,n_s1_breweries,n_s1plus_breweries,n_s2_breweries,n_s2plus_breweries,n_s3_breweries,n_s3plus_breweries,n_s4_breweries,n_s4plus_breweries,n_s5_breweries,n_s1_steak,n_s1plus_steak,n_s2_steak,n_s2plus_steak,n_s3_steak,n_s3plus_steak,n_s4_steak,n_s4plus_steak,n_s5_steak,n_s1_grocery,n_s1plus_grocery,n_s2_grocery,n_s2plus_grocery,n_s3_grocery,n_s3plus_grocery,n_s4_grocery,n_s4plus_grocery,n_s5_grocery,n_s1_wine_bars,n_s1plus_wine_bars,n_s2_wine_bars,n_s2plus_wine_bars,n_s3_wine_bars,n_s3plus_wine_bars,n_s4_wine_bars,n_s4plus_wine_bars,n_s5_wine_bars,n_s1_burgers,n_s1plus_burgers,n_s2_burgers,n_s2plus_burgers,n_s3_burgers,n_s3plus_burgers,n_s4_burgers,n_s4plus_burgers,n_s5_burgers,n_s1_sushi,n_s1plus_sushi,n_s2_sushi,n_s2plus_sushi,n_s3_sushi,n_s3plus_sushi,n_s4_sushi,n_s4plus_sushi,n_s5_sushi,n_s1_coffee,n_s1plus_coffee,n_s2_coffee,n_s2plus_coffee,n_s3_coffee,n_s3plus_coffee,n_s4_coffee,n_s4plus_coffee,n_s5_coffee,average_agi,p_ge_d2,p_ge_d3,score_d,score_avg_d,p_ge_s2,p_ge_s2plus,p_ge_s3,p_ge_s3plus,p_ge_s4,p_ge_s4plus,score_s,score_avg_s,score_d_categories,n_breweries,p_breweries,p_ge_d2_breweries,p_ge_d3_breweries,score_d_breweries,n_burgers,p_burgers,p_ge_d2_burgers,p_ge_d3_burgers,score_d_burgers,n_grocery,p_grocery,p_ge_d2_grocery,p_ge_d3_grocery,score_d_grocery,n_sushi,p_sushi,p_ge_d2_sushi,p_ge_d3_sushi,score_d_sushi,n_coffee,p_coffee,p_ge_d2_coffee,p_ge_d3_coffee,score_d_coffee,n_bagels,p_bagels,p_ge_d2_bagels,p_ge_d3_bagels,score_d_bagels,n_wine_bars,p_wine_bars,p_ge_d2_wine_bars,p_ge_d3_wine_bars,score_d_wine_bars,n_steak,p_steak,p_ge_d2_steak,p_ge_d3_steak,score_d_steak,n_french,p_french,p_ge_d2_french,p_ge_d3_french,score_d_french,n_gourmet,p_gourmet,p_ge_d2_gourmet,p_ge_d3_gourmet,score_d_gourmet,score_s_categories,n_s_breweries,p_s_breweries,p_ge_s2_breweries,p_ge_s2plus_breweries,p_ge_s3_breweries,p_ge_s3plus_breweries,p_ge_s4_breweries,p_ge_s4plus_breweries,p_ge_s5_breweries,score_s_breweries,n_s_burgers,p_s_burgers,p_ge_s2_burgers,p_ge_s2plus_burgers,p_ge_s3_burgers,p_ge_s3plus_burgers,p_ge_s4_burgers,p_ge_s4plus_burgers,p_ge_s5_burgers,score_s_burgers,n_s_grocery,p_s_grocery,p_ge_s2_grocery,p_ge_s2plus_grocery,p_ge_s3_grocery,p_ge_s3plus_grocery,p_ge_s4_grocery,p_ge_s4plus_grocery,p_ge_s5_grocery,score_s_grocery,n_s_sushi,p_s_sushi,p_ge_s2_sushi,p_ge_s2plus_sushi,p_ge_s3_sushi,p_ge_s3plus_sushi,p_ge_s4_sushi,p_ge_s4plus_sushi,p_ge_s5_sushi,score_s_sushi,n_s_coffee,p_s_coffee,p_ge_s2_coffee,p_ge_s2plus_coffee,p_ge_s3_coffee,p_ge_s3plus_coffee,p_ge_s4_coffee,p_ge_s4plus_coffee,p_ge_s5_coffee,score_s_coffee,n_s_bagels,p_s_bagels,p_ge_s2_bagels,p_ge_s2plus_bagels,p_ge_s3_bagels,p_ge_s3plus_bagels,p_ge_s4_bagels,p_ge_s4plus_bagels,p_ge_s5_bagels,score_s_bagels,n_s_wine_bars,p_s_wine_bars,p_ge_s2_wine_bars,p_ge_s2plus_wine_bars,p_ge_s3_wine_bars,p_ge_s3plus_wine_bars,p_ge_s4_wine_bars,p_ge_s4plus_wine_bars,p_ge_s5_wine_bars,score_s_wine_bars,n_s_steak,p_s_steak,p_ge_s2_steak,p_ge_s2plus_steak,p_ge_s3_steak,p_ge_s3plus_steak,p_ge_s4_steak,p_ge_s4plus_steak,p_ge_s5_steak,score_s_steak,n_s_french,p_s_french,p_ge_s2_french,p_ge_s2plus_french,p_ge_s3_french,p_ge_s3plus_french,p_ge_s4_french,p_ge_s4plus_french,p_ge_s5_french,score_s_french,n_s_gourmet,p_s_gourmet,p_ge_s2_gourmet,p_ge_s2plus_gourmet,p_ge_s3_gourmet,p_ge_s3plus_gourmet,p_ge_s4_gourmet,p_ge_s4plus_gourmet,p_ge_s5_gourmet,score_s_gourmet
53528,159,84,68,7,0,8945,0,38,131,485,1099,2980,2969,1199,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0,0,2,1,0,9,1,0,0,0,4,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,4,2,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,4,3,3,1,1,1,92442,0.47,0.04,241,1.52,1.0,0.98,0.93,0.8,0.47,0.14,32750.0,3.66,62,0,0.0,0.0,0.0,0,10,0.06,0.1,0.0,11,3,0.02,1.0,0.33,7,4,0.03,1.0,0.0,8,13,0.08,0.31,0.0,17,0,0.0,0.0,0.0,0,3,0.02,1.0,0.33,7,5,0.03,1.0,0.2,11,1,0.01,0.0,0.0,1,0,0.0,0.0,0.0,0,135.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,0.0,1.0,1.0,0.9,0.5,0.3,0.1,0,34.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.33,0,12.5,4,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0,14.0,13,0.0,1.0,1.0,0.69,0.46,0.23,0.15,0,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,0.67,0.67,0.0,0,11.0,5,0.0,1.0,1.0,0.8,0.8,0.0,0.0,0,16.5,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53532,139,82,54,3,0,4658,43,83,199,262,880,1371,838,924,58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,0,0,1,1,0,10,6,0,0,0,0,0,0,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,4,1,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,1,3,1,1,72054,0.41,0.02,199,1.43,0.97,0.93,0.87,0.69,0.39,0.21,16459.0,3.53,59,1,0.01,1.0,0.0,2,16,0.12,0.38,0.0,22,3,0.02,0.33,0.0,4,0,0.0,0.0,0.0,0,14,0.1,0.29,0.0,18,1,0.01,0.0,0.0,1,2,0.01,1.0,0.5,5,3,0.02,1.0,0.33,7,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,121.5,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,16,0.0,0.69,0.62,0.56,0.38,0.19,0.06,0,43.5,3,0.0,0.67,0.67,0.67,0.67,0.67,0.33,0,10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14,0.0,0.79,0.71,0.71,0.43,0.36,0.14,0,43.5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3.0,2,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0,8.0,3,0.0,1.0,1.0,1.0,0.33,0.0,0.0,0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53545,146,92,50,3,1,2695,5,7,96,203,356,585,963,398,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,16,3,0,0,0,2,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,3,3,4,3,0,0,0,0,0,1,1,0,0,0,1,1,3,2,2,1,2,1,1,61295,0.37,0.03,205,1.4,1.0,0.96,0.88,0.75,0.54,0.18,9883.5,3.67,57,0,0.0,0.0,0.0,0,19,0.13,0.16,0.0,22,0,0.0,0.0,0.0,0,2,0.01,1.0,0.0,4,14,0.1,0.29,0.0,18,0,0.0,0.0,0.0,0,1,0.01,1.0,1.0,3,5,0.03,1.0,0.0,10,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,131.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19,0.01,0.89,0.84,0.68,0.53,0.37,0.16,0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0,6.5,14,0.01,0.86,0.64,0.5,0.36,0.29,0.14,0,40.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,5,0.0,1.0,1.0,1.0,0.8,0.6,0.0,0,18.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53546,116,71,43,1,1,2206,0,7,74,181,238,571,781,275,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,2,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,2,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,2,1,1,54161,0.39,0.02,164,1.41,1.0,0.96,0.88,0.77,0.51,0.16,8080.0,3.66,45,0,0.0,0.0,0.0,0,16,0.14,0.19,0.0,19,0,0.0,0.0,0.0,0,2,0.02,1.0,0.0,4,12,0.1,0.33,0.0,16,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,3,0.03,1.0,0.0,6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,107.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16,0.01,0.94,0.88,0.69,0.5,0.31,0.12,0,51.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0,6.5,12,0.01,0.92,0.75,0.58,0.42,0.33,0.17,0,37.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,0.67,0.0,0,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53561,53,25,26,1,1,1788,0,3,5,44,87,199,586,833,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,83660,0.53,0.04,84,1.58,1.0,1.0,0.97,0.92,0.81,0.48,7329.5,4.1,10,0,0.0,0.0,0.0,0,3,0.06,0.67,0.0,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,0.04,0.5,0.0,3,0,0.0,0.0,0.0,0,1,0.02,1.0,0.0,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.67,0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53585,136,81,50,5,0,3725,14,26,25,202,551,1130,979,616,182,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,3,0,0,0,0,0,2,0,12,2,0,0,0,2,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,3,3,1,0,0,0,0,0,1,1,0,0,0,2,1,0,1,1,0,3,3,45426,0.4,0.04,196,1.44,0.99,0.98,0.93,0.78,0.48,0.21,13814.0,3.71,58,1,0.01,1.0,0.0,2,14,0.1,0.14,0.0,16,3,0.02,0.0,0.0,3,2,0.01,1.0,0.0,4,11,0.08,0.18,0.0,13,0,0.0,0.0,0.0,0,2,0.01,1.0,1.0,6,5,0.04,1.0,0.6,13,0,0.0,0.0,0.0,0,1,0.01,0.0,0.0,1,144.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,14,0.0,0.86,0.79,0.71,0.64,0.5,0.29,0,47.5,3,0.0,1.0,1.0,1.0,1.0,1.0,0.67,0,13.5,2,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,7.5,11,0.0,0.82,0.73,0.73,0.64,0.55,0.55,0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,7.5,5,0.0,1.0,1.0,1.0,1.0,0.4,0.2,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53703,483,238,219,21,5,44583,1,72,168,1309,3004,9015,23353,7399,262,2,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,3,5,1,4,2,0,0,1,4,2,0,13,12,0,0,0,7,1,0,43,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1,1,0,3,2,0,0,1,2,1,2,6,12,1,0,0,0,0,0,3,2,2,1,0,0,1,2,3,4,11,23,9,1,60756,0.51,0.05,759,1.57,1.0,0.99,0.97,0.9,0.7,0.17,172299.5,3.86,179,2,0.0,1.0,0.0,4,25,0.05,0.48,0.0,37,6,0.01,0.33,0.0,8,8,0.02,1.0,0.12,17,54,0.11,0.2,0.0,65,2,0.0,0.0,0.0,2,7,0.01,0.86,0.29,15,10,0.02,0.9,0.6,26,2,0.0,1.0,0.0,4,1,0.0,0.0,0.0,1,431.5,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,7.0,25,0.0,0.96,0.88,0.84,0.76,0.52,0.04,0,87.5,6,0.0,1.0,1.0,1.0,0.83,0.83,0.33,0,24.0,8,0.0,1.0,1.0,1.0,0.62,0.38,0.12,0,28.5,54,0.0,0.98,0.94,0.89,0.81,0.61,0.19,0,201.0,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,7.0,7,0.0,1.0,1.0,0.86,0.71,0.71,0.29,0,26.5,10,0.0,1.0,1.0,1.0,0.9,0.5,0.0,0,37.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,8.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53704,903,427,437,33,6,73648,15,23,446,2364,7580,19501,32640,10710,369,4,1,0,0,1,0,0,0,1,2,0,0,0,6,0,0,1,9,10,1,6,6,1,0,1,9,5,0,37,23,0,0,0,15,1,0,61,27,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,3,13,4,0,0,0,1,0,0,0,1,6,4,1,0,0,0,1,2,3,5,4,0,1,1,5,5,7,18,20,3,0,0,0,0,0,3,6,6,1,0,1,1,1,4,7,21,30,20,3,61645,0.53,0.04,1424,1.58,1.0,0.99,0.96,0.86,0.59,0.15,278445.0,3.78,363,6,0.01,1.0,0.0,12,60,0.07,0.38,0.0,83,13,0.01,0.54,0.08,21,16,0.02,1.0,0.06,33,88,0.1,0.31,0.0,115,5,0.01,0.2,0.0,6,15,0.02,0.93,0.33,34,21,0.02,0.95,0.52,53,3,0.0,0.67,0.0,5,1,0.0,0.0,0.0,1,833.0,6,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21.0,60,0.0,0.97,0.88,0.8,0.68,0.38,0.05,0,202.5,13,0.0,0.92,0.92,0.92,0.92,0.85,0.38,0,52.0,16,0.0,1.0,1.0,1.0,0.81,0.44,0.06,0,58.5,88,0.0,0.98,0.97,0.92,0.84,0.6,0.26,0,334.0,5,0.0,1.0,1.0,1.0,0.8,0.2,0.2,0,18.0,15,0.0,1.0,1.0,0.93,0.8,0.6,0.27,0,57.0,21,0.0,1.0,1.0,0.95,0.81,0.19,0.0,0,73.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.33,0,12.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53713,899,421,442,32,4,73626,10,64,325,2377,7460,19147,32946,10940,357,3,2,0,0,1,0,0,0,1,2,0,0,0,6,0,0,1,8,10,1,5,6,1,0,1,9,4,0,34,24,0,0,0,15,1,0,63,25,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,2,13,4,0,0,0,0,0,0,0,1,6,4,1,0,0,0,1,2,2,6,3,0,1,1,3,5,8,17,21,2,0,0,0,0,0,4,6,5,1,0,1,1,1,5,6,22,28,22,2,42336,0.53,0.04,1417,1.58,1.0,0.99,0.96,0.86,0.6,0.15,278892.0,3.79,355,6,0.01,1.0,0.0,12,58,0.06,0.41,0.0,82,12,0.01,0.58,0.08,20,16,0.02,1.0,0.06,33,88,0.1,0.28,0.0,113,5,0.01,0.4,0.0,7,14,0.02,0.93,0.29,31,20,0.02,0.95,0.55,51,3,0.0,0.67,0.0,5,1,0.0,0.0,0.0,1,817.0,6,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,21.0,58,0.0,0.97,0.91,0.83,0.69,0.4,0.03,0,197.5,12,0.0,1.0,1.0,1.0,1.0,0.92,0.42,0,50.5,16,0.0,1.0,1.0,1.0,0.75,0.38,0.06,0,57.5,88,0.0,0.98,0.97,0.91,0.84,0.59,0.27,0,333.0,5,0.0,1.0,1.0,0.8,0.8,0.2,0.2,0,17.5,14,0.0,1.0,1.0,0.93,0.79,0.64,0.21,0,53.0,20,0.0,1.0,1.0,0.95,0.85,0.2,0.0,0,70.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.33,0,12.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53714,655,337,289,22,7,50318,57,149,534,1936,4508,10585,24806,7414,329,3,1,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,6,6,1,6,2,0,0,1,6,2,0,29,17,0,0,0,11,1,0,49,19,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,7,5,0,0,0,1,0,0,1,1,3,2,0,0,0,0,2,1,1,3,2,0,2,5,5,6,4,11,12,1,0,0,0,0,0,4,3,4,1,0,3,6,3,3,5,15,22,9,2,48806,0.49,0.04,1009,1.54,1.0,0.99,0.95,0.86,0.65,0.15,190992.0,3.8,255,3,0.0,1.0,0.0,6,46,0.07,0.37,0.0,63,8,0.01,0.25,0.0,10,12,0.02,1.0,0.08,25,68,0.1,0.28,0.0,87,4,0.01,0.25,0.0,5,9,0.01,0.89,0.22,19,14,0.02,0.93,0.5,35,2,0.0,1.0,0.0,4,1,0.0,0.0,0.0,1,560.0,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,10.5,46,0.0,0.85,0.74,0.61,0.52,0.28,0.02,0,137.5,8,0.0,0.88,0.88,0.88,0.75,0.62,0.25,0,29.0,12,0.0,1.0,1.0,1.0,0.67,0.42,0.08,0,43.0,68,0.0,0.87,0.82,0.78,0.71,0.49,0.16,0,231.5,4,0.0,1.0,1.0,0.75,0.5,0.0,0.0,0,12.5,9,0.0,1.0,1.0,0.78,0.67,0.56,0.22,0,32.5,14,0.0,1.0,1.0,1.0,0.86,0.36,0.0,0,50.5,2,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,8.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53716,652,341,283,21,7,50242,57,124,524,1802,4283,10393,24813,7917,329,3,1,0,0,1,0,0,0,0,2,0,0,0,3,0,0,1,6,5,1,6,2,0,0,1,6,2,0,32,16,0,0,0,11,1,0,53,17,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,6,5,0,0,0,1,0,0,1,1,3,2,0,0,0,0,2,1,1,3,2,0,2,4,6,5,5,12,13,1,0,0,0,0,0,4,3,4,1,0,3,5,4,3,4,14,23,12,2,64637,0.48,0.04,998,1.53,1.0,0.99,0.95,0.86,0.66,0.16,191544.0,3.81,253,3,0.0,1.0,0.0,6,48,0.07,0.33,0.0,64,8,0.01,0.25,0.0,10,12,0.02,1.0,0.08,25,70,0.11,0.24,0.0,87,4,0.01,0.25,0.0,5,9,0.01,0.89,0.22,19,13,0.02,0.92,0.46,32,2,0.0,1.0,0.0,4,1,0.0,0.0,0.0,1,576.5,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,10.5,48,0.0,0.88,0.75,0.65,0.54,0.29,0.02,0,146.0,8,0.0,0.88,0.88,0.88,0.75,0.62,0.25,0,29.0,12,0.0,1.0,1.0,1.0,0.67,0.42,0.08,0,43.0,70,0.0,0.89,0.83,0.79,0.73,0.53,0.2,0,243.0,4,0.0,1.0,1.0,0.75,0.5,0.0,0.0,0,12.5,9,0.0,1.0,1.0,0.78,0.67,0.56,0.22,0,32.5,13,0.0,1.0,1.0,1.0,0.85,0.38,0.0,0,47.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,8.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53719,515,264,231,16,1,30790,21,172,369,1146,4114,10220,10179,4446,123,2,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,4,0,1,6,1,0,1,4,2,0,23,9,0,0,0,8,0,0,37,23,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,1,1,1,3,1,0,1,1,4,4,5,6,9,2,0,0,0,0,0,2,4,2,0,0,2,1,3,7,9,15,15,8,2,68932,0.48,0.03,778,1.51,0.99,0.98,0.94,0.81,0.48,0.15,113332.0,3.68,208,3,0.01,1.0,0.0,6,32,0.06,0.28,0.0,41,8,0.02,0.88,0.12,16,8,0.02,1.0,0.0,16,62,0.12,0.4,0.03,89,4,0.01,0.5,0.0,6,7,0.01,0.86,0.29,15,7,0.01,1.0,0.57,18,1,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0,451.5,3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,10.5,32,0.0,0.94,0.81,0.69,0.53,0.34,0.06,0,101.5,8,0.0,1.0,1.0,1.0,0.88,0.88,0.25,0,32.0,8,0.0,1.0,1.0,1.0,0.75,0.25,0.0,0,28.0,62,0.0,0.95,0.9,0.79,0.65,0.4,0.16,0,212.5,4,0.0,1.0,1.0,0.75,0.75,0.25,0.25,0,14.0,7,0.0,1.0,1.0,0.86,0.71,0.57,0.14,0,25.5,7,0.0,1.0,1.0,0.86,0.86,0.0,0.0,0,23.5,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
