zipcode,n_business,n_d1,n_d2,n_d3,n_d4,n_review,n_s1,n_s1plus,n_s2,n_s2plus,n_s3,n_s3plus,n_s4,n_s4plus,n_s5
53024,228,94,127,6,1,7464,3,148,327,361,1204,2526,1855,985,55
