zipcode,name,price,rating,review_count,categories
53183,Mama D's Coffee,$,5.0,52,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
53183,Leduc's Frozen Custard,$,4.5,48,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53183,Grill Junkies,$$,4.5,95,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'thai', 'title': 'Thai'}]"
53183,The Union House,$$$,4.5,38,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Fishbone's Cajun & Creole Restaurant,$$,4.0,107,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]"
53183,Belfre Kitchen,$$,4.5,79,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
53183,Vittles & Vines,$$,4.0,40,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Lumber Inn,$,4.0,118,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'salad', 'title': 'Salad'}]"
53183,Delafield Brewhaus,$$,3.5,160,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breweries', 'title': 'Breweries'}]"
53183,Pizza Guy,$,4.0,14,"[{'alias': 'pizza', 'title': 'Pizza'}]"
53183,Lake Country Cigars,$$,5.0,15,"[{'alias': 'tobaccoshops', 'title': 'Tobacco Shops'}, {'alias': 'cigarbars', 'title': 'Cigar Bars'}]"
53183,Cornerstone Restaurant,$$,4.0,32,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
53183,Mama Mia's,$$,3.5,27,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
53183,I.D.,$$$,4.0,66,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]"
53183,Sideliners Pub and Grill,$$,4.5,34,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Pacific Bistro,$$,3.5,75,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
53183,Stone Creek Coffee,$,4.5,23,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
53183,Kurt's Steak House,$$$,3.5,79,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]"
53183,Culver's,$,4.5,8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]"
53183,Water Street Brewery Lake Country,$$,3.0,104,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Revere's Wells Street Tavern,$$,3.5,120,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Angelina's Ristorante,$$,4.0,49,"[{'alias': 'italian', 'title': 'Italian'}]"
53183,Sally's Sweet Shoppe,$$,4.5,13,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]"
53183,Black Canyon Coffee,$,4.0,7,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
53183,Great Harvest Bread,$$,4.0,34,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53183,Marty's Pizza,$$,3.5,35,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53183,Curly's Waterfront Sports Bar & Grill,$$,3.5,58,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]"
53183,Mazatlan,$$,3.5,63,"[{'alias': 'mexican', 'title': 'Mexican'}]"
53183,Ristorante Lago,$$$,4.0,38,"[{'alias': 'italian', 'title': 'Italian'}]"
53183,Zin - Uncommon California Italian,$$,3.5,74,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
53183,5 O'Clock Club,$$,3.5,65,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Stolley's Hogg Alley,$$,4.0,32,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'pizza', 'title': 'Pizza'}]"
53183,Sunny Side Up,$,4.0,23,"[{'alias': 'mexican', 'title': 'Mexican'}]"
53183,Michael's House of Prime,$$$,3.5,41,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
53183,Milwaukee Street Traders,$$,3.5,41,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
53183,Bennolli's Pizza,$$,4.0,27,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'gelato', 'title': 'Gelato'}]"
53183,Finn's Bar & Grill,$$,3.0,12,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Five Guys,$,4.0,23,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
53183,Edgewater Supper Club,$,4.5,13,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'salad', 'title': 'Salad'}]"
53183,Imperial Garden,$$,3.5,35,"[{'alias': 'szechuan', 'title': 'Szechuan'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]"
53183,Coffee Talk Bakery,$,4.5,12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'soup', 'title': 'Soup'}]"
53183,MOD Pizza,$,3.5,32,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}]"
53183,The Beer Depot,$,5.0,7,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]"
53183,Seven Seas,$$,3.0,48,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]"
53183,Panera Bread,$$,3.0,23,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]"
53183,Jimmy John's,$,4.0,10,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
53183,QDOBA Mexican Eats,$,3.5,14,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
53183,Mama D's Coffee,$,4.5,3,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53183,Applebee's Grill + Bar,$$,3.0,17,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]"
53183,In Cahoots Co,$,3.0,14,"[{'alias': 'bars', 'title': 'Bars'}]"
53183,"Zazing Primo Pizza, Chicken & Sandwiches",$$,3.5,17,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53183,Panga Bar & Grill,$,4.0,10,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
53183,Hardee's,$,2.5,13,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
53183,Cafe Buzzz,$,3.0,4,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]"
53183,Perkins Restaurant & Bakery,$,3.0,20,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
53183,Sports Dock,$$,3.0,15,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
53183,Noodles & Company,$,2.5,16,"[{'alias': 'noodles', 'title': 'Noodles'}]"
53183,Starbucks,$$,2.5,15,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
