zipcode,name,price,rating,review_count,categories
54301,Titletown Brewing,$$,4.0,590,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]"
54301,Plia's Kitchen,$,4.5,108,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
54301,Plae Bistro,$$,4.5,281,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
54301,Joe's Texas BBQ,$,4.5,136,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]"
54301,Kavarna Coffeehouse,$,4.0,212,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'burgers', 'title': 'Burgers'}]"
54301,Vintage Cantina,$$,4.0,140,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}]"
54301,Riviera Bar and Grille,$$,4.5,48,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
54301,Lox Stock & Bagel,$,4.5,45,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}]"
54301,Greenwich Bistro,$$,4.5,44,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
54301,Sammy's Pizza & Italian Restaurant,$$,4.0,106,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
54301,Hinterland Brewery,$$$,4.0,332,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'beertours', 'title': 'Beer Tours'}]"
54301,Al's Hamburger Shop,$,4.0,101,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'diners', 'title': 'Diners'}]"
54301,The Pancake Place,$,4.5,217,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
54301,St. Brendan's Inn,$$,4.0,96,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]"
