alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
ono-kine-grindz-wauwatosa,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 43.06048, 'longitude': -88.0026}",(414) 778-0727,3702.3498186916117,EcMDuvX7fTOpp20n4Id1jw,https://s3-media4.fl.yelpcdn.com/bphoto/PntJ05uGLcJrgCKL7_wk7w/o.jpg,False,"{'address1': '7215 W North Ave', 'address2': '', 'address3': '', 'city': 'Wauwatosa', 'zip_code': '53213', 'country': 'US', 'state': 'WI', 'display_address': ['7215 W North Ave', 'Wauwatosa, WI 53213']}",Ono Kine Grindz,+14147780727,$,4.5,406,['pickup'],https://www.yelp.com/biz/ono-kine-grindz-wauwatosa?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
blues-egg-milwaukee-milwaukee,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 43.03430316632, 'longitude': -88.0076330155134}",(414) 299-3180,6479.160683701383,BIMfFGsAHjzvjSTcJWuJwQ,https://s3-media1.fl.yelpcdn.com/bphoto/HXv0cez7oBNm5mE_M5zUWw/o.jpg,False,"{'address1': '317 N 76th St', 'address2': '', 'address3': '', 'city': 'Milwaukee', 'zip_code': '53213', 'country': 'US', 'state': 'WI', 'display_address': ['317 N 76th St', 'Milwaukee, WI 53213']}",Blue's Egg - Milwaukee,+14142993180,$$,4.5,1316,[],https://www.yelp.com/biz/blues-egg-milwaukee-milwaukee?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
cosmos-café-wauwatosa-2,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 43.06048, 'longitude': -88.00226}",(414) 257-2005,3710.3910690238777,PEBLTriT4ACxLELxWbiY3g,https://s3-media2.fl.yelpcdn.com/bphoto/Qgv3WsjaXzCykZkk5_vgZA/o.jpg,False,"{'address1': '7203 W North Ave', 'address2': None, 'address3': None, 'city': 'Wauwatosa', 'zip_code': '53213', 'country': 'US', 'state': 'WI', 'display_address': ['7203 W North Ave', 'Wauwatosa, WI 53213']}",Cosmos Café,+14142572005,$,4.5,197,['pickup'],https://www.yelp.com/biz/cosmos-caf%C3%A9-wauwatosa-2?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
story-hill-bkc-milwaukee,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 43.0368978590487, 'longitude': -87.9778010002006}",(414) 539-4424,5676.086352524338,2gsMqFEpjfJemtcMLyvqqg,https://s3-media2.fl.yelpcdn.com/bphoto/EAXo2RiXaK-XO2oGJAP3KQ/o.jpg,False,"{'address1': '5100 W Bluemound Rd', 'address2': '', 'address3': '', 'city': 'Milwaukee', 'zip_code': '53208', 'country': 'US', 'state': 'WI', 'display_address': ['5100 W Bluemound Rd', 'Milwaukee, WI 53208']}",Story Hill BKC,+14145394424,$$,4.5,481,[],https://www.yelp.com/biz/story-hill-bkc-milwaukee?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
rocket-baby-bakery-wauwatosa,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 43.0608783803855, 'longitude': -87.9982467350537}",(414) 502-7323,3490.555625370131,_aC_2Oe-3CZCaRzQBdhemw,https://s3-media4.fl.yelpcdn.com/bphoto/KDCVQMMMeL3CkWolAFo1Aw/o.jpg,False,"{'address1': '6822 W North Ave', 'address2': '', 'address3': '', 'city': 'Wauwatosa', 'zip_code': '53213', 'country': 'US', 'state': 'WI', 'display_address': ['6822 W North Ave', 'Wauwatosa, WI 53213']}",Rocket Baby Bakery,+14145027323,$,4.5,237,[],https://www.yelp.com/biz/rocket-baby-bakery-wauwatosa?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
cranky-al-s-wauwatosa,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'donuts', 'title': 'Donuts'}]","{'latitude': 43.0606366208017, 'longitude': -87.9987881850751}",(414) 258-5282,3536.111235574179,LteB1PgVbQVKf2ekJsH8Pw,https://s3-media3.fl.yelpcdn.com/bphoto/kgVNdnegxdG0NjTqqMEq3w/o.jpg,False,"{'address1': '6901 W North Ave', 'address2': None, 'address3': '', 'city': 'Wauwatosa', 'zip_code': '53213', 'country': 'US', 'state': 'WI', 'display_address': ['6901 W North Ave', 'Wauwatosa, WI 53213']}",Cranky Al’s,+14142585282,$,4.5,195,[],https://www.yelp.com/biz/cranky-al-s-wauwatosa?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
le-reve-patisserie-and-café-wauwatosa,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 43.04985, 'longitude': -88.00784}",(414) 778-3333,4943.100757546139,uU8eveRexpJBijVftMoiSg,https://s3-media4.fl.yelpcdn.com/bphoto/tV4HqsEHsZgtgHN8A9Jq9w/o.jpg,False,"{'address1': '7610 Harwood Ave', 'address2': '', 'address3': '', 'city': 'Wauwatosa', 'zip_code': '53213', 'country': 'US', 'state': 'WI', 'display_address': ['7610 Harwood Ave', 'Wauwatosa, WI 53213']}",Le Reve Patisserie & Café,+14147783333,$$,4.5,413,['restaurant_reservation'],https://www.yelp.com/biz/le-reve-patisserie-and-caf%C3%A9-wauwatosa?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
kopps-frozen-custard-glendale,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 43.114612, 'longitude': -87.917171}",(414) 961-3288,5653.904994195236,-vcstnYl1Fv-3lGBLS3Ntw,https://s3-media4.fl.yelpcdn.com/bphoto/yVEc03aaviKb9olAtwMOVw/o.jpg,False,"{'address1': '5373 N Port Washington Rd', 'address2': '', 'address3': '', 'city': 'Glendale', 'zip_code': '53209', 'country': 'US', 'state': 'WI', 'display_address': ['5373 N Port Washington Rd', 'Glendale, WI 53209']}",Kopp's Frozen Custard,+14149613288,$,4.5,492,[],https://www.yelp.com/biz/kopps-frozen-custard-glendale?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
mad-rooster-cafe-west-milwaukee,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 43.0167104, 'longitude': -87.9690941}",(414) 231-9120,7942.330754235913,z2XcXJD9K_d_bMzY_NEOFw,https://s3-media2.fl.yelpcdn.com/bphoto/LSHRUq2p8Z0RreNNz_KYnw/o.jpg,False,"{'address1': '4401 W Greenfield Ave', 'address2': '', 'address3': '', 'city': 'West Milwaukee', 'zip_code': '53214', 'country': 'US', 'state': 'WI', 'display_address': ['4401 W Greenfield Ave', 'West Milwaukee, WI 53214']}",Mad Rooster Cafe,+14142319120,$$,4.5,744,[],https://www.yelp.com/biz/mad-rooster-cafe-west-milwaukee?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
oscars-pub-and-grill-milwaukee,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 43.02456, 'longitude': -87.9348}",(414) 810-1820,7831.696799986306,tnf6a9ywrnwkV6cv5SrWnA,https://s3-media3.fl.yelpcdn.com/bphoto/ozPLyiC3bDrVj1lD6hKi0g/o.jpg,False,"{'address1': '1712 W Pierce St', 'address2': '', 'address3': '', 'city': 'Milwaukee', 'zip_code': '53204', 'country': 'US', 'state': 'WI', 'display_address': ['1712 W Pierce St', 'Milwaukee, WI 53204']}",Oscar's Pub & Grill,+14148101820,$,4.5,643,[],https://www.yelp.com/biz/oscars-pub-and-grill-milwaukee?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
