alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
bildas-friess-lake-pub-hubertus,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 43.2510735646301, 'longitude': -88.2613825807649}",(262) 628-3454,4552.625576676404,8aeJrknntck2MReegchayA,https://s3-media4.fl.yelpcdn.com/bphoto/Ny3e0UV_c5mNxwGW_UnxaQ/o.jpg,False,"{'address1': '4493 Holy Hill Rd', 'address2': '', 'address3': '', 'city': 'Hubertus', 'zip_code': '53033', 'country': 'US', 'state': 'WI', 'display_address': ['4493 Holy Hill Rd', 'Hubertus, WI 53033']}",Bildas Friess Lake Pub,+12626283454,$$,4.0,58,[],https://www.yelp.com/biz/bildas-friess-lake-pub-hubertus?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
sloppy-joes-hubertus,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 43.23616, 'longitude': -88.22246}",(262) 628-1800,3819.237365622054,FGHS2bB2v8yT2GrTj_5-5A,https://s3-media1.fl.yelpcdn.com/bphoto/L9sfNmm2sF74kvF4g7vvxA/o.jpg,False,"{'address1': '3723 Hubertus Rd', 'address2': '', 'address3': '', 'city': 'Hubertus', 'zip_code': '53033', 'country': 'US', 'state': 'WI', 'display_address': ['3723 Hubertus Rd', 'Hubertus, WI 53033']}",Sloppy Joe's,+12626281800,$$,4.0,58,[],https://www.yelp.com/biz/sloppy-joes-hubertus?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
sawmill-inn-restaurant-and-pub-richfield,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 43.2516, 'longitude': -88.18964}",(262) 628-4128,2670.4677086662577,yw2r28a2J-dE-5kYrjkHKw,https://s3-media3.fl.yelpcdn.com/bphoto/IWosabYLhKwTndbjzM7few/o.jpg,False,"{'address1': '1729 Wolf Rd', 'address2': '', 'address3': '', 'city': 'Richfield', 'zip_code': '53076', 'country': 'US', 'state': 'WI', 'display_address': ['1729 Wolf Rd', 'Richfield, WI 53076']}",Sawmill Inn Restaurant & Pub,+12626284128,$$,3.5,90,[],https://www.yelp.com/biz/sawmill-inn-restaurant-and-pub-richfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
copper-dock-restaurant-hubertus,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 43.240795135498, 'longitude': -88.2709350585938}",(262) 628-3718,5807.393160728673,LmEGhn-x2Ua3x6t6wXh0PQ,https://s3-media1.fl.yelpcdn.com/bphoto/V4jm9nrecaSNQe5LHpNt8w/o.jpg,False,"{'address1': '1474 E Friess Lake Dr', 'address2': '', 'address3': '', 'city': 'Hubertus', 'zip_code': '53033', 'country': 'US', 'state': 'WI', 'display_address': ['1474 E Friess Lake Dr', 'Hubertus, WI 53033']}",Copper Dock Restaurant,+12626283718,$$,4.0,82,[],https://www.yelp.com/biz/copper-dock-restaurant-hubertus?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
la-cabana-hubertus,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 43.2366537281601, 'longitude': -88.1887256521148}",(262) 628-4437,4099.8572919303315,tSm_OmxVLlwNqn-gT1f5qg,https://s3-media3.fl.yelpcdn.com/bphoto/RPI8tWmDgw-oPtvcvzBSZQ/o.jpg,False,"{'address1': '3052 Hubertus Rd', 'address2': '', 'address3': '', 'city': 'Hubertus', 'zip_code': '53033', 'country': 'US', 'state': 'WI', 'display_address': ['3052 Hubertus Rd', 'Hubertus, WI 53033']}",La Cabana,+12626284437,$$,4.0,35,"['delivery', 'pickup']",https://www.yelp.com/biz/la-cabana-hubertus?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
fox-and-hounds-restaurant-hubertus,"[{'alias': 'german', 'title': 'German'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 43.236017, 'longitude': -88.2879}",(262) 628-1111,7245.064307895234,4-BI6JHWFsNuK6NhLDHs1A,https://s3-media4.fl.yelpcdn.com/bphoto/a-Y9g7aYkwzN1Qh8a_hWyQ/o.jpg,False,"{'address1': '1298 Friess Lake Rd', 'address2': '', 'address3': '', 'city': 'Hubertus', 'zip_code': '53033', 'country': 'US', 'state': 'WI', 'display_address': ['1298 Friess Lake Rd', 'Hubertus, WI 53033']}",Fox & Hounds Restaurant,+12626281111,$$,3.5,188,[],https://www.yelp.com/biz/fox-and-hounds-restaurant-hubertus?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
johnny-manhattans-hubertus,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 43.2366699, 'longitude': -88.2226699}",(262) 628-7700,3783.5426908363897,S1y54pnRI8n6SsPMedt6LQ,https://s3-media4.fl.yelpcdn.com/bphoto/s143e9tY3pkN_-2fKyHZpA/o.jpg,False,"{'address1': '3718 Hubertus Rd', 'address2': '', 'address3': '', 'city': 'Hubertus', 'zip_code': '53033', 'country': 'US', 'state': 'WI', 'display_address': ['3718 Hubertus Rd', 'Hubertus, WI 53033']}",Johnny Manhattan's,+12626287700,$$$,3.0,107,[],https://www.yelp.com/biz/johnny-manhattans-hubertus?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
von-rothenburg-bier-stube-germantown,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 43.2283236253, 'longitude': -88.1063454554}",(262) 293-3098,9662.802956865396,Rovy3eI88NP1OM5NCk8EGQ,https://s3-media3.fl.yelpcdn.com/bphoto/yGXugJ89rfV_VOLcZAMWNw/o.jpg,False,"{'address1': 'N 116 W 15841 Main St', 'address2': '', 'address3': '', 'city': 'Germantown', 'zip_code': '53022', 'country': 'US', 'state': 'WI', 'display_address': ['N 116 W 15841 Main St', 'Germantown, WI 53022']}",Von Rothenburg Bier Stube,+12622933098,$$,4.0,82,[],https://www.yelp.com/biz/von-rothenburg-bier-stube-germantown?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
bibingers-west-bend,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]","{'latitude': 43.338582, 'longitude': -88.224692}",(262) 247-0703,7740.133955731532,XEKTaK6SEqpCJSBjIGadhA,https://s3-media1.fl.yelpcdn.com/bphoto/Oqi2k0iHpYfgR7mWu-pFcA/o.jpg,False,"{'address1': '3747 Cedar Creek Rd', 'address2': None, 'address3': '', 'city': 'West Bend', 'zip_code': '53095', 'country': 'US', 'state': 'WI', 'display_address': ['3747 Cedar Creek Rd', 'West Bend, WI 53095']}",Bibinger's,+12622470703,$$,4.0,62,[],https://www.yelp.com/biz/bibingers-west-bend?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
joe-mamas-colgate,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 43.1932735, 'longitude': -88.2677490188835}",(262) 628-9211,9647.154634956303,gUhxGGcplsQG2EHNQ-iYMA,https://s3-media4.fl.yelpcdn.com/bphoto/ru7zzaiLHsvyEed5hdB7Cw/o.jpg,False,"{'address1': '4600 County Line Rd Q', 'address2': '', 'address3': None, 'city': 'Colgate', 'zip_code': '53017', 'country': 'US', 'state': 'WI', 'display_address': ['4600 County Line Rd Q', 'Colgate, WI 53017']}",Joe Mamas,+12626289211,$$,4.5,66,[],https://www.yelp.com/biz/joe-mamas-colgate?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
