alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
hinterland-brewery-green-bay,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'beertours', 'title': 'Beer Tours'}]","{'latitude': 44.503265, 'longitude': -88.06425}",(920) 438-8050,1637.557279330267,Hz4WpytNHscyyVxZ6TUu7w,https://s3-media2.fl.yelpcdn.com/bphoto/wHjHetfMSANSlxPkbltAgA/o.jpg,False,"{'address1': '1001 Lombardi Ave', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['1001 Lombardi Ave', 'Green Bay, WI 54304']}",Hinterland Brewery,+19204388050,$$$,4.0,332,"['pickup', 'delivery']",https://www.yelp.com/biz/hinterland-brewery-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
joes-texas-bbq-green-bay,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]","{'latitude': 44.49522, 'longitude': -88.0557}",(920) 430-1404,1255.3527104450172,5diLQ7FanlSfj0vSbdYhKA,https://s3-media2.fl.yelpcdn.com/bphoto/sZjd9QX4OScgKmdutu0AfQ/o.jpg,False,"{'address1': '2052 Holmgren Way', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['2052 Holmgren Way', 'Green Bay, WI 54304']}",Joe's Texas BBQ,+19204301404,$,4.5,136,['pickup'],https://www.yelp.com/biz/joes-texas-bbq-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
sammys-pizza-and-italian-restaurant-green-bay-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 44.493165, 'longitude': -88.061915}",(920) 499-6644,733.5971894321393,STWskN4sYShiE7yRYoPzFg,https://s3-media3.fl.yelpcdn.com/bphoto/Tf4yT2sZqPPuDExYq4Aiow/o.jpg,False,"{'address1': '2161 S Oneida St', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['2161 S Oneida St', 'Green Bay, WI 54304']}",Sammy's Pizza & Italian Restaurant,+19204996644,$$,4.0,106,[],https://www.yelp.com/biz/sammys-pizza-and-italian-restaurant-green-bay-2?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
not-by-bread-alone-green-bay,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 44.4775599, 'longitude': -88.07599}",(920) 429-9422,1377.2992506036628,EHoJdwk-eYH7pHzciEjD9w,https://s3-media3.fl.yelpcdn.com/bphoto/CFRBc62WIFMMLClObm4yfg/o.jpg,False,"{'address1': '940 Hansen Rd', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['940 Hansen Rd', 'Green Bay, WI 54304']}",Not By Bread Alone,+19204299422,$,4.5,71,"['pickup', 'delivery']",https://www.yelp.com/biz/not-by-bread-alone-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
titletown-brewing-green-bay,"[{'alias': 'breweries', 'title': 'Breweries'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 44.51924, 'longitude': -88.01814}",(920) 437-2337,5295.390653088271,cm5OV33brCSvvCvK-xwvNg,https://s3-media3.fl.yelpcdn.com/bphoto/3qPtpdQX-MIf1CH_-5CSCA/o.jpg,False,"{'address1': '200 Dousman St', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54303', 'country': 'US', 'state': 'WI', 'display_address': ['200 Dousman St', 'Green Bay, WI 54303']}",Titletown Brewing,+19204372337,$$,4.0,590,[],https://www.yelp.com/biz/titletown-brewing-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
1919-kitchen-and-tap-green-bay,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]","{'latitude': 44.5011611, 'longitude': -88.0622271}",(920) 965-6970,1459.7434022422228,Nwg_pvNcrNR-otMVq7u6gA,https://s3-media1.fl.yelpcdn.com/bphoto/c1-JRd0aDQ11aHSNpGqCAw/o.jpg,False,"{'address1': '1265 Lombardi Ave', 'address2': None, 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['1265 Lombardi Ave', 'Green Bay, WI 54304']}",1919 Kitchen & Tap,+19209656970,$$,3.5,236,[],https://www.yelp.com/biz/1919-kitchen-and-tap-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
smart-cow-yogurt-bar-green-bay,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 44.488335, 'longitude': -88.065186}",(920) 857-9261,294.96616526005425,Lff0bMc-CKgQSMCUMzwcew,https://s3-media2.fl.yelpcdn.com/bphoto/vpRVVlKXpKQ2UFTYF5WQlA/o.jpg,False,"{'address1': '2321 S Oneida St', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['2321 S Oneida St', 'Green Bay, WI 54304']}",Smart Cow Yogurt Bar,+19208579261,$,4.5,24,[],https://www.yelp.com/biz/smart-cow-yogurt-bar-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
the-pancake-place-green-bay,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.52836, 'longitude': -88.0603299}",(920) 499-2221,4449.3468774259645,TITBIAqsUVu333jTVbK2rQ,https://s3-media3.fl.yelpcdn.com/bphoto/BZSZJSfqbab0iC1wi1YnuA/o.jpg,False,"{'address1': '143 S Military Ave', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54303', 'country': 'US', 'state': 'WI', 'display_address': ['143 S Military Ave', 'Green Bay, WI 54303']}",The Pancake Place,+19204992221,$,4.5,217,"['pickup', 'delivery']",https://www.yelp.com/biz/the-pancake-place-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
heartland-pizza-green-bay,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 44.47363, 'longitude': -88.07854}",(920) 489-2500,1867.7209932928504,4MZ5l846SUwemvAD2hqDfg,https://s3-media3.fl.yelpcdn.com/bphoto/glkwmP400goDD9aYdzHJ9g/o.jpg,False,"{'address1': '2822 Ramada Way', 'address2': None, 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['2822 Ramada Way', 'Green Bay, WI 54304']}",Heartland Pizza,+19204892500,$$,4.5,70,"['pickup', 'delivery']",https://www.yelp.com/biz/heartland-pizza-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
cheese-cake-heaven-green-bay,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.4958, 'longitude': -88.06023}",(920) 490-1200,1042.4303506379094,e7607awVlvw6_TUok228CQ,https://s3-media3.fl.yelpcdn.com/bphoto/jTb2VF_sMxPH2A6pm9mdHA/o.jpg,False,"{'address1': '2075 S Oneida St', 'address2': '', 'address3': '', 'city': 'Green Bay', 'zip_code': '54304', 'country': 'US', 'state': 'WI', 'display_address': ['2075 S Oneida St', 'Green Bay, WI 54304']}",Cheese Cake Heaven,+19204901200,$$,4.0,87,[],https://www.yelp.com/biz/cheese-cake-heaven-green-bay?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
